"Type Name","Type Id","Longitude","Request Id","Request Date","Latitude","_id","ID","Street Address"
"(nrs) Sanitation and Recyling General Information",4438,0,317356,2015-05-27,0,1786,227327,NA
"(nrs) Snow and Ice Issues (City streets/avenues/roads)",6533,-74.1709988,317357,2015-05-27,40.7816745,1787,227328," MANCHESTER PL"
"(cfwb) Health Inspections - 07107 and 07103(even)",268034,-74.1927035,317358,2015-05-27,40.7389627,1788,227329,"236 SOUTH ORANGE AVE"
"(nrs) Sanitation Missed Pick-up ",1526,-74.2098051,317359,2015-05-27,40.7204867,1789,227330," LEO PL"
"(cfwb) CFWB - General Information",4128,0,317360,2015-05-27,0,1790,227331,NA
"(nrs) Sanitation Missed Pick-up ",1526,-74.1671654,317361,2015-05-27,40.7239736,1791,227332," CHESTNUT ST"
"(nrs) Code Enforcement Inspection Requests",1906,-74.2104559,317362,2015-05-27,40.720415,1792,227333,"80-82 MILLINGTON AVE"
"(fin) Tax - General Information",7308,0,317363,2015-05-27,0,1793,227334,NA
"(nrs) Sanitation Missed Pick-up ",1526,-74.167433,317364,2015-05-27,40.721565,1794,227335,"22 CALUMET ST"
"(cfwb) Animal Control Complaint - 07103",256293,-74.206241,317365,2015-05-27,40.7384759,1795,227336," 15TH AVE"
"(cfwb) Animal Control Complaint - 07107",256297,-74.1915707,317366,2015-05-27,40.745066,1796,227337,"88 GEORGIA KING VILLAGE"
"(nrs) Snow and Ice Issues (City streets/avenues/roads)",6533,-74.1650176,317367,2015-05-27,40.7376514,1797,227338," RIVER PL"
"(cfwb) Health Inspections - 07102",268040,-74.1654361,317368,2015-05-27,40.7353195,1798,227339,"1048 RAYMOND BLVD"
"(cfwb) Animal Control Complaint - 07105",256295,-74.140151,317369,2015-05-27,40.729058,1799,227340,"144 BRILL ST"
"(cfwb) CFWB - General Information",4128,0,317370,2015-05-27,0,1800,227341,NA
"(nrs) White Goods - West Ward",62204,-74.2342696,317371,2015-05-27,40.746889,1801,227342,"33 POE AVE"
"(nrs) Parks and Rec. General Information",32860,-74.1733786,317372,2015-05-27,40.7810183,1802,227343," BRANCH BROOK PL"
"(nrs) Sanitation Missed Pick-up ",1526,-74.1615669,317373,2015-05-27,40.7243394,1803,227344," E KINNEY ST"
"(nrs) Christmas Tree Pickup - South",99999,-74.222595,317374,2015-05-27,40.707719,1804,227345,"45 BAYVIEW AVE"
"(pol) Taxi Division - Rider Complaint",3740,0,317375,2015-05-27,0,1805,227346,NA
"(cfwb) Health Inspections - 07105",268041,-74.1510148,317376,2015-05-27,40.72843,1806,227347,"285 FERRY ST"
"(nrs) Snow and Ice Issues (City streets/avenues/roads)",6533,-74.2156621,317377,2015-05-27,40.7225055,1807,227348," CYPRESS ST"
"(nrs) Recycling Missed Pick-up",1532,-74.17748,317378,2015-05-27,40.7235919,1808,227349,"177 ORCHARD ST"
"(nrs) No Heat/Hot Water",1524,-74.216611,317379,2015-05-27,40.708588,1809,227350,"226 GOLDSMITH AVE"
"(nrs) Snow and Ice Issues (City streets/avenues/roads)",6533,-74.1981817,317380,2015-05-27,40.7438285,1810,227351,"227 S 9TH ST"
"(cfwb) CFWB Director's Office Transfer",28225,0,317381,2015-05-27,0,1811,227352,NA
"(cfwb) Health Inspections - 07105",268041,-74.1522783,317382,2015-05-27,40.7170944,1812,227353,"15 STOCKTON ST"
"(nrs) Snow and Ice Issues (City streets/avenues/roads)",6533,-74.1913903,317386,2015-05-27,40.7269799,1816,227357," MUHAMMAD ALI AVE"
"(nrs) Snow and Ice Issues (sidewalks/private property)",7583,-74.1681156,317387,2015-05-27,40.7590036,1817,227358,"102 BROAD ST"
"(cfwb) CFWB - General Information",4128,0,317388,2015-05-27,0,1818,227359,NA
"(nrs) Snow and Ice Issues (sidewalks/private property)",7583,-74.1651539,317389,2015-05-27,40.7320971,1819,227360,"20-26 BRUEN ST"
"(nrs) Sanitation and Recyling General Information",4438,0,317390,2015-05-27,0,1820,227361,NA
"(nrs) Sanitation and Recyling General Information",4438,0,317391,2015-05-27,0,1821,227362,NA
"(oa) Outside Agency - Other Govt. Information",8241,0,317392,2015-05-27,0,1822,227363,NA
"(fin) Call Transfer to Permits",2864,0,317393,2015-05-27,0,1823,227364,NA
"(nrs) Sanitation and Recyling General Information",4438,0,317394,2015-05-27,0,1824,227365,NA
"(hr) Transfer Call to Human Resources",1978,0,317395,2015-05-27,0,1825,227366,NA
"(council) Municipal Council General Information",6098,0,317396,2015-05-27,0,1826,227367,NA
"(cfwb) Call Transfer To CFWB",1999,0,317397,2015-05-27,0,1827,227368,NA
"(nrs) Sanitation Missed Pick-up ",1526,-74.2023612,317398,2015-05-27,40.7306289,1828,227369,"20 KENT ST"
"(nrs) Tree / Fallen Branch Removal",1513,-74.2146744,317399,2015-05-27,40.7036844,1829,227370,"83 KEER AVE"
"(nrs) Sanitation Missed Pick-up ",1526,-74.1492325,317400,2015-05-27,40.7312388,1830,227371,"41 READ ST"
"(nrs) Snow and Ice Issues (City streets/avenues/roads)",6533,-74.1972917,317401,2015-05-27,40.7492533,1831,227372," S 11TH ST"
"(nrs) Sanitation Missed Pick-up ",1526,-74.19991,317402,2015-05-27,40.732819,1832,227373,"429 S 6TH ST"
"(nrs) Code Enforcement Inspection Requests",1906,-74.2476635,317403,2015-05-27,40.7390432,1833,227374,"250 MT VERNON PL"
"(oa) Outside Agency - Other Govt. transfers",8243,0,317404,2015-05-27,0,1834,227375,NA
"(nrs) Sanitation and Recyling General Information",4438,0,317405,2015-05-27,0,1835,227376,NA
"(nrs) Neighborhood Services - General Information",4157,0,317406,2015-05-27,0,1836,227377,NA
"(nrs) Sanitation and Recyling General Information",4438,0,317407,2015-05-27,0,1837,227378,NA
"(nrs) Neighborhood Services - General Information",4157,0,317408,2015-05-27,0,1838,227379,NA
"(nrs) Snow and Ice Issues (City streets/avenues/roads)",6533,-74.1669188,317409,2015-05-27,40.7669923,1839,227380," SUMMER PL"
"(nrs) Neighborhood Services - General Information",4157,0,317410,2015-05-27,0,1840,227381,NA
"(nrs) Snow and Ice Issues (City streets/avenues/roads)",6533,-74.2210524,317411,2015-05-27,40.7091234,1841,227382," BAYVIEW AVE"
"(nrs) Sanitation and Recyling General Information",4438,0,317412,2015-05-27,0,1842,227383,NA
"(nrs) Neighborhood Services - General Information",4157,0,317413,2015-05-27,0,1843,227384,NA
"(nrs) Sanitation Missed Pick-up ",1526,-74.1662134,317414,2015-05-27,40.7293215,1844,227385,"161 GREEN ST"
"(nrs) Neighborhood Services - General Information",4157,0,317415,2015-05-27,0,1845,227386,NA
"Abandoned Building Complaint",251417,-74.2027226,317416,2015-05-27,40.6903036,1846,227387,"923 NJ-27"
"(nrs) Sanitation Missed Pick-up ",1526,-74.1773686,317417,2015-05-27,40.7233013,1847,227388," ORCHARD ST"
"(nrs) No Heat/Hot Water",1524,-74.2047928,317418,2015-05-27,40.7235268,1848,227389,"74 BALDWIN AVE"
"(nrs) Snow and Ice Issues (City streets/avenues/roads)",6533,-74.1697737,317419,2015-05-27,40.7840139,1849,227390," MANCHESTER PL"
"(nrs) Snow and Ice Issues (City streets/avenues/roads)",6533,-74.1664185,317420,2015-05-27,40.76689,1850,227391," MAY ST"
"(nrs) Snow and Ice Issues (City streets/avenues/roads)",6533,-74.2153083,317421,2015-05-27,40.7058611,1851,227392," MULFORD PL"
"(nrs) Neighborhood Services - General Information",4157,0,317422,2015-05-27,0,1852,227393,NA
"(nrs) Snow and Ice Issues (City streets/avenues/roads)",6533,-74.2206982,317423,2015-05-27,40.7134499,1853,227394," LESLIE ST"
"(nrs) Code Enforcement Inspection Requests",1906,-74.207236,317424,2015-05-27,40.727446,1854,227395,"750 S 12TH ST"
"(nrs) Director's Office Return Calls",40002,-74.207236,317425,2015-05-27,40.727446,1855,227396,"750 S 12TH ST"
"(nrs) Sanitation and Recyling General Information",4438,0,317426,2015-05-27,0,1856,227397,NA
"(nrs) Neighborhood Services - General Information",4157,0,317427,2015-05-27,0,1857,227398,NA
"(nrs) Sanitation and Recyling General Information",4438,0,317428,2015-05-27,0,1858,227399,NA
"(nrs) Sanitation and Recyling General Information",4438,0,317429,2015-05-27,0,1859,227400,NA
"(nrs) Neighborhood Services - General Information",4157,0,317430,2015-05-27,0,1860,227401,NA
"(mayor) Mayor's Office - General Information",5325,0,317431,2015-05-27,0,1861,227402,NA
"(nrs) Snow and Ice Issues (sidewalks/private property)",7583,-74.0378103,317432,2015-05-27,40.7370885,1862,227403,"275 SOUTH ST"
"(ws) Fire Hydrant Complaints",18453,-74.1976266,317434,2015-05-27,40.7445076,1863,227404," S 9TH ST"
"(nrs) No Heat/Hot Water",1524,-74.2312709,317433,2015-05-27,40.747658,1864,227405,"34 PALM ST"
"(cfwb) Animal Control Complaint - 07114",256300,-74.1937794,317435,2015-05-27,40.7052478,1865,227406,"182 FRELINGHUYSEN AVE"
"(nrs) Sanitation and Recyling General Information",4438,0,317436,2015-05-27,0,1866,227407,NA
"(nrs) Sanitation and Recyling General Information",4438,0,317437,2015-05-27,0,1867,227408,NA
"(nrs) Sanitation and Recyling General Information",4438,0,317439,2015-05-27,0,1868,227409,NA
"(nrs) Snow and Ice Issues (sidewalks/private property)",7583,-74.1744263,317438,2015-05-27,40.7307322,1869,227410,"950 BROAD ST"
"(cfwb) Health Inspections - 07112 and 07114",268042,-74.2269295,317440,2015-05-27,40.7120298,1870,227411,"462 Chancellor Ave"
"(nrs) Recycling Missed Pick-up",1532,-74.1986979,317441,2015-05-27,40.7103904,1871,227412,"374 HILLSIDE AVE"
"(nrs) Neighborhood Services - General Information",4157,0,317442,2015-05-27,0,1872,227413,NA
"(nrs) Snow and Ice Issues (City streets/avenues/roads)",6533,-74.1705844,317443,2015-05-27,40.747589,1873,227414," BROAD ST"
"(oa) Outside Agency - Other Govt. Information",8241,0,317444,2015-05-27,0,1874,227415,NA
"(nrs) Snow and Ice Issues (City streets/avenues/roads)",6533,-74.203449,317446,2015-05-27,40.69436,1875,227416,"238 DAYTON ST"
"(nrs) Sanitation Missed Pick-up ",1526,-74.1946214,317445,2015-05-27,40.7220992,1876,227417,"54 RIDGEWOOD AVE"
"(nrs) Snow and Ice Issues (City streets/avenues/roads)",6533,-74.2144662,317447,2015-05-27,40.7068078,1877,227418," MULFORD PL"
"(nrs) Director's Office Return Calls",40002,-74.2144662,317448,2015-05-27,40.7068078,1878,227419," MULFORD PL"
"(cfwb) Animal Control Complaint - 07114",256300,-74.1891518,317449,2015-05-27,40.7163646,1879,227420," E BIGELOW ST"
"(nrs) Snow and Ice Issues (City streets/avenues/roads)",6533,-74.1807203,317450,2015-05-27,40.7196972,1880,227421," WRIGHT ST"
"(nrs) Snow and Ice Issues (City streets/avenues/roads)",6533,-74.1723667,317451,2015-05-27,40.735657,1881,227422," AVENUE A"
"(ws) Water and Sewer Billing Transfers",1894,0,317452,2015-05-27,0,1882,227423,NA
"(nrs) Sanitation Transfers",1879,-74.2256589,317454,2015-05-27,40.738891,1883,227424,"103 CAROLINA AVE"
"(nrs) Sanitation Missed Pick-up ",1526,-74.2199296,317453,2015-05-27,40.7812035,1884,227425," Kearney St"
"(nrs) Sanitation Missed Pick-up ",1526,-74.1661087,317455,2015-05-27,40.7256288,1885,227426,"12 NICHOLS ST"
"(nrs) Sanitation and Recyling General Information",4438,0,317456,2015-05-27,0,1886,227427,NA
"(nrs) Sanitation and Recyling General Information",4438,0,317457,2015-05-27,0,1887,227428,NA
"(cfwb) Health Inspections - 07102",268040,-74.1761335,317458,2015-05-27,40.7342201,1888,227429,"57 WILLIAM ST"
"(nrs) Sanitation Personnel Complaint",14236,-74.2421064,317459,2015-05-27,40.7325271,1889,227430,"228 KERRIGAN BLVD"
"(nrs) Neighborhood Services - General Information",4157,0,317460,2015-05-27,0,1890,227431,NA
"(oa) Outside Agency - Other Govt. transfers",8243,0,317461,2015-05-27,0,1891,227432,NA
"(nrs) Snow and Ice Issues (City streets/avenues/roads)",6533,-74.1784635,317462,2015-05-27,40.7497977,1892,227433," COLONNADE PL"
"(cfwb) Call Transfer To CFWB",1999,0,317488,2015-05-27,0,1918,227459,NA
"(cfwb) Animal Control Complaint - 07103",256293,-74.2057728,317464,2015-05-27,40.7368552,1893,227434,"526 S 14TH ST"
"(eng) Traffic Light Flashing - during business hou",1179,-74.1713672,317463,2015-05-27,40.7596525,1894,227435," 3RD AVE"
"(nrs) No Heat/Hot Water",1524,-74.2006511,317465,2015-05-27,40.722895,1895,227436,"100 CHADWICK AVE"
"(nrs) Snow and Ice Issues (City streets/avenues/roads)",6533,-74.210739,317466,2015-05-27,40.7201085,1896,227437," WHITE TER"
"(cfwb) Health Inspections - 07104",268035,-74.1647115,317467,2015-05-27,40.774364,1897,227438,"239 WOODSIDE AVE"
"(cfwb) Vital Statistics Call Transfer",3252,0,317468,2015-05-27,0,1898,227439,NA
"(nrs) Sanitation and Recyling General Information",4438,0,317469,2015-05-27,0,1899,227440,NA
"(nrs) Sanitation Missed Pick-up ",1526,-74.1599868,317470,2015-05-27,40.7742046,1900,227441," BROADWAY"
"(nrs) Snow and Ice Issues (City streets/avenues/roads)",6533,-74.1701276,317471,2015-05-27,40.7244436,1901,227442,"1113 VESEY ST"
"(4311) For Review",1976,-74.1832483,317472,2015-05-27,40.7658799,1902,227443," S 6TH ST"
"(nrs) Sanitation and Recyling General Information",4438,0,317473,2015-05-27,0,1903,227444,NA
"(nrs) Sanitation and Recyling General Information",4438,-74.2066198,317474,2015-05-27,40.7099517,1904,227445," SHEPHARD AVE"
"(cfwb) Animal Control Complaint - 07102",256289,-74.1822433,317475,2015-05-27,40.7296347,1905,227446,"667 M.L.K. Jr Blvd"
"(nrs) No Heat/Hot Water",1524,-74.1995849,317476,2015-05-27,40.7091703,1906,227447,"469 ELIZABETH AVE"
"(ws) Sewer drain/catch basin problems",1784,-74.2192219,317477,2015-05-27,40.7464101,1907,227448," CEDAR AVE"
"(nrs) Sanitation Missed Pick-up ",1526,-74.1501306,317478,2015-05-27,40.7258316,1908,227449," DARCY ST"
"(nrs) Illegal Dumping",1492,-74.1656589,317479,2015-05-27,40.757935,1909,227450," 3RD AVE"
"(nrs) Snow and Ice Issues (City streets/avenues/roads)",6533,-74.2040811,317480,2015-05-27,40.7415714,1910,227451," S 14TH ST"
"(nrs) Sanitation and Recyling General Information",4438,0,317481,2015-05-27,0,1911,227452,NA
"(nrs) No Heat/Hot Water",1524,-74.1913479,317482,2015-05-27,40.7213346,1912,227453,"27 JOHNSON AVE"
"(nrs) Snow and Ice Issues (City streets/avenues/roads)",6533,-74.1680761,317483,2015-05-27,40.7659852,1913,227454," ARLINGTON AVE"
"(nrs) No Heat/Hot Water",1524,-74.2154247,317484,2015-05-27,40.7057323,1914,227455,"148 CHANCELLOR AVE"
"(nrs) White Goods - East Ward",62205,-74.154262,317485,2015-05-27,40.728446,1915,227456,"236 FERRY ST"
"(eng) Sign Damaged/Leaning/Missing",1153,-74.1831505,317486,2015-05-27,40.7367318,1916,227457," SOUTH ORANGE AVE"
"(pol) Police - Abandoned Vehicle",69754,-74.1829817,317487,2015-05-27,40.7366806,1917,227458,"46 SOUTH ORANGE AVE"
"(nrs) Neighborhood Services - General Information",4157,0,317489,2015-05-27,0,1919,227460,NA
"(nrs) Sanitation Missed Pick-up ",1526,-74.1671881,317490,2015-05-27,40.7248157,1920,227461," OLIVER ST"
"(nrs) No Heat/Hot Water",1524,-74.2094905,317491,2015-05-27,40.7249937,1921,227462,"833 S 13TH ST"
"(nrs) Sanitation and Recyling General Information",4438,-74.1563153,317492,2015-05-27,40.7306718,1922,227463," JACKSON ST"
"(4311) Call Center Information",3008,0,317493,2015-05-27,0,1923,227464,NA
"(nrs) Sanitation and Recyling General Information",4438,0,317494,2015-05-27,0,1924,227465,NA
"(nrs) Tree / Fallen Branch Removal",1513,-74.1707179,317495,2015-05-27,40.7825649,1925,227466,"86 MANCHESTER PL"
"(nrs) Snow and Ice Issues (City streets/avenues/roads)",6533,-74.2308489,317496,2015-05-27,40.7502713,1926,227467," LANARK AVE"
"(nrs) Director's Office Return Calls",40002,-74.1955378,317497,2015-05-27,40.7559011,1927,227468,"22 N 13TH ST"
"(cfwb) Animal Control Complaint - 07103",256293,-74.1832713,317498,2015-05-27,40.7486726,1928,227469,"35 HUDSON ST"
"(nrs) Neighborhood Services - General Information",4157,0,317499,2015-05-27,0,1929,227470,NA
"(nrs) Collection Calendar Request",16779,0,317500,2015-05-27,0,1930,227471,NA
"(nrs) No Heat/Hot Water",1524,-74.2154247,317501,2015-05-27,40.7057323,1931,227472,"148 CHANCELLOR AVE"
"(nrs) Sanitation Missed Pick-up ",1526,-74.1668034,317502,2015-05-27,40.7255586,1932,227473," E KINNEY ST"
"(nrs) Sanitation and Recyling General Information",4438,0,317503,2015-05-27,0,1933,227474,NA
"(nrs) White Goods - West Ward",62204,-74.2157749,317504,2015-05-27,40.748271,1934,227475,"104 N MUNN AVE"
"(nrs) Code Enforcement Inspection Requests",1906,-74.1745848,317505,2015-05-27,40.7542948,1935,227476,"80 STONE ST"
"(nrs) Snow and Ice Issues (sidewalks/private property)",7583,-74.2056785,317506,2015-05-27,40.7111365,1936,227477,"961 BERGEN ST"
"(cfwb) Animal Control Complaint - 07107",256297,-74.1871359,317507,2015-05-27,40.7551043,1937,227478,"224 4TH ST"
"(nrs) No Heat/Hot Water",1524,-74.1915707,317508,2015-05-27,40.745066,1938,227479,"84 GEORGIA KING VILLAGE"
"(nrs) Snow and Ice Issues (sidewalks/private property)",7583,-74.153184,317509,2015-05-27,40.726936,1939,227480,"39 ALYEA ST"
"(nrs) Garbage/Debris On Property",1509,-74.163597,317510,2015-05-27,40.732484,1940,227481,"8 McWhorter St"
"(nrs) Sanitation Missed Pick-up ",1526,-74.160432,317512,2015-05-27,40.768484,1941,227482,"3 Triton Place, Newark, NJ 07104, USA"
"(nrs) Garbage/Debris On Property",1509,-74.163271,317511,2015-05-27,40.732286,1942,227483,"47 FERRY ST"
"(nrs) White Goods - East Ward",62205,-74.166552,317513,2015-05-27,40.7282749,1943,227484,"179 WALNUT ST"
"(nrs) Sanitation Missed Pick-up ",1526,-74.1692856,317514,2015-05-27,40.725663,1944,227485," OLIVER ST"
"(nrs) Sanitation Missed Pick-up ",1526,-74.1656831,317515,2015-05-27,40.7277874,1945,227486," WALNUT ST"
"(nrs) Sanitation Missed Pick-up ",1526,-74.160432,317518,2015-05-27,40.768484,1946,227487,"3 Triton Place, Newark, NJ 07104, USA"
"(nrs) Garbage/Debris On Property",1509,-74.163597,317516,2015-05-27,40.732484,1947,227488,"8 McWhorter St"
"(nrs) Garbage/Debris On Property",1509,-74.163271,317517,2015-05-27,40.732286,1948,227489,"47 FERRY ST"
"(cfwb) Rodent Control Complaint - 07108",256315,-74.2076225,317519,2015-05-27,40.7252199,1949,227490,"815 S 11TH ST"
"(nrs) Sanitation Missed Pick-up ",1526,-74.190785,317520,2015-05-27,40.762386,1950,227491,"208 N 11TH ST"
"(nrs) No Heat/Hot Water",1524,-74.221605,317521,2015-05-27,40.713295,1951,227492,"214 WAINWRIGHT ST"
"(cfwb) Animal Control Complaint - 07103",256293,-74.212967,317522,2015-05-27,40.729436,1952,227493,"771 S 18TH ST"
"(nrs) Neighborhood Services - General Information",4157,0,317523,2015-05-27,0,1953,227494,NA
"(nrs) Code Enforcement Inspection Requests",1906,-74.202943,317524,2015-05-27,40.716582,1954,227495,"272 CHADWICK AVE"
"(cfwb) Health Inspections - 07108 and 07103(odd)",268036,-74.202943,317525,2015-05-27,40.716582,1955,227496,"272 CHADWICK AVE"
"(cfwb) CFWB - General Information",4128,0,317526,2015-05-27,0,1956,227497,NA
"(nrs) Sanitation and Recyling General Information",4438,0,317527,2015-05-27,0,1957,227498,NA
"(nrs) No Heat/Hot Water",1524,-74.2069035,317528,2015-05-27,40.7202236,1958,227499,"73 VAN NESS PL"
"(nrs) Neighborhood Services - General Information",4157,0,317529,2015-05-27,0,1959,227500,NA
"(nrs) Sanitation and Recyling General Information",4438,0,317530,2015-05-27,0,1960,227501,NA
"(nrs) Sanitation Missed Pick-up ",1526,-74.234354,317531,2015-05-27,40.741658,1961,227502,"14 HELEN PL"
"(nrs) Sanitation and Recyling General Information",4438,0,317532,2015-05-27,0,1962,227503,NA
"(nrs) Christmas Tree Pickup - South",99999,-74.214796,317533,2015-05-27,40.727137,1963,227504,"843 S 19TH ST"
"(nrs) Snow and Ice Issues (sidewalks/private property)",7583,-74.1757016,317534,2015-05-27,40.7187497,1964,227505,"193 EMMET ST"
"(nrs) Code Enforcement Inspection Requests",1906,-74.2060812,317535,2015-05-27,40.7219977,1965,227506,"65 VAN NESS PL"
"(nrs) Snow and Ice Issues (City streets/avenues/roads)",6533,-74.1717469,317536,2015-05-27,40.7395031,1966,227507," LINDEN ST"
"(nrs) Snow and Ice Issues (sidewalks/private property)",7583,-74.2447213,317537,2015-05-27,40.735961,1967,227508,"150 TUXEDO PKWY"
"(nrs) Sanitation and Recyling General Information",4438,0,317564,2015-05-27,0,1994,227535,NA
"(council) Call Transfer to Council Office - West",2914,-74.1911212,317538,2015-05-27,40.750621,1968,227509,"346 SUSSEX AVE"
"(fin) Call Transfer to Permits",2864,0,317539,2015-05-27,0,1969,227510,NA
"(nrs) Sanitation and Recyling General Information",4438,0,317540,2015-05-27,0,1970,227511,NA
"(nrs) Recycling Missed Pick-up",1532,-74.219639,317541,2015-05-27,40.711128,1971,227512,"302 POMONA AVE"
"(oa) Outside Agency - General Information",3470,0,317542,2015-05-27,0,1972,227513,NA
"(nrs) Sanitation and Recyling General Information",4438,0,317543,2015-05-27,0,1973,227514,NA
"(nrs) Sanitation Missed Pick-up ",1526,-74.1511857,317544,2015-05-27,40.7269276,1974,227515," HENSLER ST"
"Missed Garbage Pickup",248754,0,317545,2015-05-27,0,1975,227516,NA
"(fin) Call Transfer to Permits",2864,0,317546,2015-05-27,0,1976,227517,NA
"(nrs) Code Enforcement Inspection Requests",1906,-74.195344,317547,2015-05-27,40.757515,1977,227518,"56 N 13TH ST"
"Not plowed/salted",266247,-74.16509628,317548,2015-05-27,40.73199059,1978,227519,"18-38 BRUEN ST"
"(nrs) Snow and Ice Issues (City streets/avenues/roads)",6533,-74.1735005,317549,2015-05-27,40.7349642,1979,227520," TREAT PL"
"(nrs) Sanitation and Recyling General Information",4438,0,317550,2015-05-27,0,1980,227521,NA
"(nrs) Neighborhood Services - General Information",4157,0,317551,2015-05-27,0,1981,227522,NA
"(nrs) Neighborhood Services - General Information",4157,0,317552,2015-05-27,0,1982,227523,NA
"(nrs) Snow and Ice Issues (City streets/avenues/roads)",6533,-74.1949161,317553,2015-05-27,40.7548353,1983,227524," N 11TH ST"
"(nrs) Neighborhood Services - General Information",4157,0,317554,2015-05-27,0,1984,227525,NA
"(nrs) Snow and Ice Issues (City streets/avenues/roads)",6533,-74.179039,317555,2015-05-27,40.757912,1985,227526,"25 HIGHLAND AVE"
"(nrs) Snow and Ice Issues (City streets/avenues/roads)",6533,-74.2312058,317556,2015-05-27,40.7496188,1986,227527," SANDFORD AVE"
"(nrs) Snow and Ice Issues (City streets/avenues/roads)",6533,-74.1752619,317557,2015-05-27,40.779334,1987,227528," ANTHONY ST"
"(nrs) Neighborhood Services - General Information",4157,0,317558,2015-05-27,0,1988,227529,NA
"(nrs) Neighborhood Services - General Information",4157,0,317559,2015-05-27,0,1989,227530,NA
"(nrs) Snow and Ice Issues (City streets/avenues/roads)",6533,-74.1470468,317560,2015-05-27,40.730889,1990,227531," MOTT ST"
"(nrs) No Heat/Hot Water",1524,-74.1897285,317561,2015-05-27,40.7593599,1991,227532,"246 ROSEVILLE AVE"
"(nrs) Code Enforcement Inspection Requests",1906,-74.1897285,317562,2015-05-27,40.7593599,1992,227533,"246 ROSEVILLE AVE"
"(nrs) Snow and Ice Issues (City streets/avenues/roads)",6533,-74.1730533,317563,2015-05-27,40.7676782,1993,227534,"421 PARKER ST"
"(nrs) Illegal Dumping",1492,-74.2171077,317565,2015-05-27,40.7171889,1995,227536," LESLIE ST"
"(nrs) Snow and Ice Issues (City streets/avenues/roads)",6533,-74.2039951,317566,2015-05-27,40.6919654,1996,227537,"74 HANFORD ST"
"(nrs) Sanitation and Recyling General Information",4438,0,317567,2015-05-27,0,1997,227538,NA
"(cfwb) Animal Control Complaint - 07104",256294,-74.1804164,317568,2015-05-27,40.7663004,1998,227539,"323 BLOOMFIELD AVE"
"(nrs) Illegal Dumping",1492,-74.219312,317569,2015-05-27,40.714869,1999,227540," LESLIE ST"
"(nrs) Sanitation Missed Pick-up ",1526,-74.153756,317571,2015-05-27,40.726402,2000,227541,"53 WILSON AVE"
"(nrs) Garbage/Debris On Property",1509,-74.185405,317572,2015-05-27,40.731888,2001,227542,"170 Howard Street"
"(nrs) Snow and Ice Issues (City streets/avenues/roads)",6533,-74.1745902,317570,2015-05-27,40.7344659,2002,227543," HALSEY ST"
"(nrs) Snow and Ice Issues (sidewalks/private property)",7583,-74.1720522,317573,2015-05-27,40.7355489,2003,227544," BROAD ST"
"(nrs) Snow and Ice Issues (City streets/avenues/roads)",6533,-74.1709988,317574,2015-05-27,40.7816745,2004,227545," MANCHESTER PL"
"(nrs) Sanitation and Recyling General Information",4438,0,317575,2015-05-27,0,2005,227546,NA
"(cfwb) Animal Control Complaint - 07107",256297,-74.1946577,317576,2015-05-27,40.756359,2006,227547,"4 N 12TH ST"
"(nrs) Sanitation and Recyling General Information",4438,0,317577,2015-05-27,0,2007,227548,NA
"(nrs) Neighborhood Services - General Information",4157,0,317578,2015-05-27,0,2008,227549,NA
"(nrs) No Heat/Hot Water",1524,-74.1932146,317579,2015-05-27,40.7370275,2009,227550,"225 HUNTERDON ST"
"(nrs) Snow and Ice Issues (City streets/avenues/roads)",6533,-74.2146126,317580,2015-05-27,40.7113467,2010,227551,"29 IRVING AVE"
"(ws) WS Director's Office Call Transfer",1895,0,317582,2015-05-27,0,2011,227552,NA
"(nrs) Hydrant/Bus Stop Snow Removal",63723,-74.1677703,317581,2015-05-27,40.7821005,2012,227553,"896 Lake Street"
"(nrs) Sanitation Missed Pick-up ",1526,-74.153756,317583,2015-05-27,40.726402,2013,227554,"53 WILSON AVE"
"(nrs) Garbage/Debris On Property",1509,-74.185405,317584,2015-05-27,40.731888,2014,227555,"170 Howard Street"
"(nrs) Snow and Ice Issues (City streets/avenues/roads)",6533,-74.2141482,317585,2015-05-27,40.702174,2015,227556," GRUMMAN AVE"
"(nrs) No Heat/Hot Water",1524,-74.173765,317586,2015-05-27,40.7534289,2016,227557,"84 SUMMER AVE"
"Sanitation Missed Pick-up (MN)",318274,-74.153756,317587,2015-05-27,40.726402,2017,227558,"53 WILSON AVE"
"(nrs) Bulk Missed Pickup",1531,-74.1679825,317589,2015-05-27,40.7590581,2018,227559,"98 BROAD ST"
"(nrs) Bulk Missed Pickup",1531,-74.2212168,317590,2015-05-27,40.750142,2019,227560,"262 Shepard Ave"
"(nrs) Code Enforcement Inspection Requests",1906,-74.20958,317591,2015-05-27,40.726431,2020,227561,"804 S 14TH ST"
"(cfwb) Health Inspections - 07105",268041,-74.163019,317592,2015-05-27,40.73264,2021,227562,"44 FERRY ST"
"(nrs) No Heat/Hot Water",1524,-74.1704029,317594,2015-05-27,40.729672,2022,227563,"30 ELM ST"
"(ws) Water Billing",3085,-74.1841122,317595,2015-05-27,40.7725799,2023,227564,"225 N 10TH ST"
"(cfwb) Animal Control Complaint - 07107",256297,-74.1950271,317596,2015-05-27,40.7564584,2024,227565,"475 7TH AVE"
"(nrs) Sanitation Missed Pick-up ",1526,-74.1853309,317597,2015-05-27,40.7726015,2025,227566,"504 N 11TH ST"
